name,rating,reviews,address,price,country,bathrooms,beds,guests,toilets,bedrooms,studios
Vovady Farm : Roulotte Bohème,4.81,16,"Montregard, Auvergne-Rhône-Alpes, France",6795, France,0,3,4,1,1,0
Under Cupryna,5.0,81,"Nowy Targ, małopolskie, Poland",7998, Poland,1,7,7,0,3,0
Ultimate wooden house 1+1,4.86,37,"Aydınpınar, Düzce, Turkey",3017, Turkey,1,0,3,0,1,0
Lovely Cabin in Exceptional Natural Site,4.92,121,"Adainville, Île-de-France, France",10905, France,1,1,2,0,1,0
Swiss Tiny Chalet,4.82,142,"Les Haudères, Wallis, Switzerland",7823, Switzerland,1,2,4,0,1,0
"""Rivendell"", the wooden house in the mountains",4.9,42,"Alicante, Comunidad Valenciana, Spain",6545, Spain,1,2,3,0,1,0
Base camp,4.73,65,"Pila, Karlovy Vary Region, Czechia",3695, Czechia,0,6,5,0,1,0
Get away from it all in our cozy Hideaway,5.0,65,"Minera, Wales, United Kingdom",5962, United Kingdom,1,1,2,0,0,1
Dauphiné huts - Awilda,4.8,15,"Gap, Hautes-Alpes, France",11591, France,1,1,2,0,1,0
Chalet Melanie,5.0,10,"Eppishausen, Bayern, Germany",7382, Germany,2,4,6,0,3,0
(Isumi) The Governor's Retreat@The Enclave 〜「総督庵」〜,4.84,200,"いすみ市, 千葉県, Japan",15930, Japan,1,3,6,0,3,0
Cottage Růženka - National Park Czech Switzerland,4.98,86,"Arnoltice, Ústecký kraj, Czechia",8498, Czechia,1,5,6,0,3,0
Kazbegi Cabin 2,4.84,84,"Stepantsminda, Kazbegi, Georgia",4096, Georgia,1,1,4,0,2,0
Tipico CHALET leventinese in un angolo di paradiso,5.0,68,"Sobrio, Ticino, Switzerland",11547, Switzerland,1,3,4,0,1,0
Wierzbowa Harbor Lodge 2,4.78,9,"Jurków, Małopolskie, Poland",8766, Poland,1,4,8,0,2,0
Gito Plateau Kackar Chalet,4.67,15,"Rize, Çamlıhemşin, Turkey",4117, Turkey,8,12,16,0,0,0
Cozy room in wooden log house with sauna,4.79,290,"Lohra, Hesse, Germany",2099, Germany,1,1,2,0,1,0
Getaway Chalet,4.86,57,"Setnica, Ljubljana, Slovenia",6387, Slovenia,1,2,3,0,1,0
Private paradise | Unspoilt nature| Campfire|Ardennes,4.87,175,"Éteignières, Grand Est, France",8516, France,1,1,2,0,1,0
Friendship Cabin (Friendship Land),4.98,59,"Șelari, Argeș, Romania",2211, Romania,0,1,2,0,1,0
Luzhky Cottage,4.96,96,"Luzhky, Ukraine",5504, Ukraine,2,4,5,0,2,0
Moana Cottage - Sauna & beach 400 m by forest,4.88,59,"Longeville-sur-Mer, Pays de la Loire, France",33703, France,3,5,8,0,4,0
Cabins Miloby 2. Beautiful and tranquil.,4.92,105,"Rebouc, Occitanie, France",5527, France,1,3,4,0,1,0
Mini Chalets,4.91,12,"Pamukova, Sakarya, Turkey",4826, Turkey,1,2,3,0,0,1
LA CASE A MADDY  residence TONGASOA,4.84,38,"Analanjirofo, Madagascar",2537, Madagascar,1,3,6,0,3,0
Canadian Log Cabin with Luxury Hot Tub,4.95,210,"Llangollen, United Kingdom",14283, United Kingdom,1,1,2,0,1,0
The Chalet du Crescent,4.98,41,"Saint-Germain-des-Champs, Bourgogne-Franche-Comté, France",8221, France,1,3,4,0,2,0
Cabane sur Pilotis - Les Demoiselles,4.87,231,"ST DIDIER SUR ARROUX, Burgandy, France",12702, France,0,1,2,1,1,0
Wooden house in Alicante,4.87,261,"Alicante, Spain",8154, Spain,1,2,4,0,2,0
Time off from everyday life,4.97,188,"Untertautendorferamt, Niederösterreich, Austria",3943, Austria,0,1,2,1,1,0
*** Modern Studio in charming Chalet ***,4.71,257,"Lauterbrunnen, Bern, Switzerland",14293, Switzerland,1,3,6,0,1,0
Cabin Radmer,4.99,77,"Radmer, Steiermark, Austria",6884, Austria,1,6,10,0,2,0
Chalet de Lago - Towers,5.0,3,"Montargil, Portalegre, Portugal",12702, Portugal,1,2,4,0,1,0
Cheisoarei Valley Cabana,4.99,74,"Râșnov, Județul Brașov, Romania",19327, Romania,1,8,12,0,4,0
Beautiful Handcrafted Cedar Lodge with Hot Tub,4.97,154,"Horderley, England, United Kingdom",24212, United Kingdom,2,3,4,0,2,0
The Paradise at the cabin Mulhacen,4.85,510,"Güéjar Sierra, Granada, Spain",7315, Spain,1,2,4,0,1,0
cottage in the grass,4.88,48,"Kraków, małopolskie, Poland",7975, Poland,1,3,5,0,1,0
Casa da cornelia,4.86,93,"Costa da Caparica, Setubal, Portugal",27314, Portugal,1,5,6,0,3,0
"Fantastic hut with sauna, southern slope Hohe Tauern",4.91,82,"Gemeinde Rangersdorf, Kärnten, Austria",11879, Austria,1,3,5,0,3,0
Casa Piccola,5.0,66,"Polany, Województwo podkarpackie, Poland",7532, Poland,1,3,4,0,1,0
The Napoleonic period chalet in the Upper Jura,4.98,144,"Étival, Bourgogne-Franche-Comté, France",5152, France,1,2,3,0,1,0
Lo Grenier - Chalet con vista in Saint Barthélemy,4.97,37,"Le Cret, Valle d'Aosta, Italy",9060, Italy,1,1,2,0,1,0
Sywarne Chalet,5.0,12,"Kościelisko, małopolskie, Poland",20482, Poland,2,3,6,0,2,0
Tiny house/pool/Unique place!,4.94,16,"Makarska, Splitsko-dalmatinska županija, Croatia",11325, Croatia,1,2,4,0,0,0
Tyrolean farmhouse with panoramic views,4.96,158,"Reith im Alpbachtal, Tirol, Austria",4170, Austria,3,3,6,0,3,0
CABIN X GPF,4.99,214,"Catsfield, England, United Kingdom",14985, United Kingdom,1,1,2,0,0,0
King's Cabin with covered private hot tub,4.98,49,"Kings Nympton, England, United Kingdom",16113, United Kingdom,1,1,2,0,1,0
Polish woodhouse 'Przytulas',4.99,176,"Jordanów, małopolskie, Poland",6759, Poland,1,2,4,0,1,0
Jagahüttn - fantastically located mountain hut on Lake Eibsee,4.92,110,"Grainau, Bayern, Germany",15495, Germany,1,4,4,0,1,0
"Bed & Breakfast. 
Private room
in cabin/chalet.",5.0,14,"San Domenico, Piemonte, Italy",9127, Italy,1,3,4,0,1,0
Water's Edge,4.97,35,"Welford, England, United Kingdom",14281, United Kingdom,2,0,4,0,2,0
Nice chalet for 2 ideally located,4.94,303,"Chamonix-Mont-Blanc, Auvergne-Rhône-Alpes, France",7701, France,1,1,2,0,1,0
Charming cottage on the edge of the forest,5.0,10,"Karlstift, Niederösterreich, Austria",13758, Austria,2,5,9,0,3,0
Forest cabin,4.95,42,"Tavertet, Catalonia, Spain",6342, Spain,1,1,2,0,1,0
"On egg farm, breathe fresh air!",4.9,104,"Juncal, Leiria, Portugal",5345, Portugal,1,2,4,0,1,0
KANYUMBA_REKEM,4.71,39,"Lanaken, Vlaanderen, Belgium",8646, Belgium,1,3,4,0,2,0
Forest Den,4.83,206,"East Sussex, England, United Kingdom",7127, United Kingdom,1,1,2,0,0,1
"Beach houses IVE & BETA with jacuzzi & pool, Istra",,0,"Pomer, Istarska županija, Croatia",14628, Croatia,2,7,12,0,4,0
ブルックリン✖️ログハウス貸切。BBQ東屋で小雨BBQも可！高速光回線有り。海歩5分スーパー車5分,4.83,154,"Isumi-shi, Chiba-ken, Japan",13155, Japan,1,1,6,0,1,0
"Elegant, secluded cabin for couples & families",4.93,222,"Nagano, Japan",15018, Japan,1,3,4,0,1,0
View House - Harenda view,4.99,96,"Zakopane, małopolskie, Poland",8544, Poland,1,4,4,0,2,0
Magic Cottage - cosy wood cabin,4.67,224,"Fareham, United Kingdom",9131, United Kingdom,1,1,3,0,1,0
"Accommodation Aravalle, Cabana in Picos de Europa",4.95,41,"Cantabria, Spain",4077, Spain,1,0,2,0,1,0
Carpathian Shutter (Cottage1),5.0,28,"Verkhovyna, Ivano-Frankivsk Oblast, Ukraine",3245, Ukraine,1,2,4,0,2,0
Alpe Colombé - Tsan Apartment (floor 1),5.0,9,"Valtournenche, Aosta, Italy",8063, Italy,1,2,3,0,0,1
Viewpoint Cabin 5,4.91,22,"Haenertsburg, Limpopo, South Africa",5162, South Africa,1,1,2,0,1,0
You're welcome at Conny's,4.94,268,"Almere, Flevoland, Netherlands",7719, Netherlands,1,1,2,0,1,0
Lakeside Cozy Cottage,4.89,150,"Dülmen, Nordrhein-Westfalen, Germany",12684, Germany,1,2,4,0,2,0
Cosy Rural Retreat on Organic Farm near Dartington,5.0,122,"Devon, England, United Kingdom",8576, United Kingdom,1,1,2,0,1,0
Mountain Eco Shelter too,5.0,32,"Funchal, Madeira, Portugal",8991, Portugal,1,1,2,0,1,0
The small house of the fir tree,4.98,224,"Corrèze, France",6795, France,1,2,4,0,2,0
Maiensäss am Stafel,4.97,99,"Obermutten, Graubünden, Switzerland",6528, Switzerland,1,5,6,0,3,0
Cosy Woodland Log Cabin for 2,4.75,109,"Pant, Shropshire, United Kingdom",13266, United Kingdom,1,1,2,0,1,0
"At Les K'huttes  ""l 'Alcôve"" with Nordic bath.",4.81,53,"La Bresse, Grand Est, France",10956, France,1,2,4,0,1,0
Chalet 2 to 4 people : guaranteed successful stay,5.0,90,"Saint-Étienne-lès-Remiremont, Grand Est, France",6867, France,1,3,4,0,1,0
Sea of Galilee Panoramic View⚜lake view deluxe,4.79,53,"Ramot, Israel",27365, Israel,1,4,5,0,0,1
Cottage Ljubica,4.93,198,"Mahićno, Karlovačka županija, Croatia",5427, Croatia,2,7,6,0,3,0
Gruszkówka 1  Cottage (7 km from Białka ),4.99,70,"Nowy Targ, Lesser Poland Voivodeship, Poland",7866, Poland,1,5,9,0,3,0
Good access to Mt. Fuji 120 inch movie & fireplace,4.7,342,"Tsuru, Yamanashi Prefecture, Japan",9915, Japan,1,4,7,0,2,0
BOHO Holiday Home (**with Covid Guarantee!),4.52,58,"Ermelo, Gelderland, Netherlands",7534, Netherlands,1,2,4,0,2,0
Cosy diesel,4.93,86,"Chamonix-Mont-Blanc, Auvergne-Rhône-Alpes, France",6178, France,1,1,2,0,0,1
"La Tiny de Kitourne, nature eco-house with pool",4.92,36,"Saint-Germain-et-Mons, Nouvelle-Aquitaine, France",6185, France,1,1,2,0,1,0
robinson's cabin,4.91,25,"Hugleville-en-Caux, Normandie, France",7248, France,0,1,2,1,1,0
Log Cabin Snowdonia,4.89,173,"Trawsfynydd, Wales, United Kingdom",8136, United Kingdom,1,2,3,0,2,0
Small house in the nature very close to the city center...,5.0,16,"Uludağ, Bursa, Turkey",7293, Turkey,1,1,4,0,1,0
산들애하우스    unshared house,4.88,220,"Jochon-eup, Jeju-si, Jeju Province, South Korea",4968, South Korea,1,1,3,0,0,1
cozy studio with stunning view in car-free Mürren,4.91,250,"Mürren, Bern, Switzerland",7694, Switzerland,1,1,2,0,0,1
La Casina nel Bosco (CIR: 017077-CNI-00021),4.84,43,"Gavardo, Lombardia, Italy",10667, Italy,1,2,2,0,1,0
EM Gorce Resort 1  comfortable cottages at the foot of the Tatras,,0,"Waksmund, Małopolskie, Poland",11392, Poland,2,4,6,0,2,0
"Le Doud is a ""Norman farmhouse""",4.87,110,"Le Favril, Normandie, France",10290, France,2,7,12,0,5,0
Glamping Pod near Aberaeron /New Quay Cardigan Bay,4.98,55,"Ceredigion, Wales, United Kingdom",9131, United Kingdom,1,1,4,0,0,0
Apartment in The Family house by the River,4.7,119,"Mszana Dolna, Małopolska, Poland",3085, Poland,1,4,6,0,3,0
"Tiny House ""The Millionaire""",4.86,169,"Pornic, Pays de la Loire, France",7308, France,1,2,3,0,1,0
JANOSIK-Góralski cottage in the mountains in Łopuszna,4.91,70,"Łopuszna, Małopolskie, Poland",6783, Poland,1,3,6,0,2,0
Cabana Șapte Brazi Colibita,5.0,16,"Bistrita-Bargaului, Județul Bistrița-Năsăud, Romania",18621, Romania,2,6,8,0,4,0
A calm chalet with pool in Sintra,4.8,277,"Sintra, Lisboa, Portugal",7545, Portugal,1,1,2,0,1,0
MAHALOKA VALLEY : Peaceful Glamping in Nusa Penida,4.9,52,"Nusapenida, Bali, Indonesia",6291, Indonesia,1,1,2,0,1,0
Authentic high-savoyard mazot,4.91,243,"Entremont, Rhone-Alpes, France",5980, France,1,1,2,0,1,0
Ella's cabin- beautiful cabin with privte sauna,4.88,68,"Abirim, North District, Israel",34819, Israel,1,3,6,0,2,0
Rural Retreat on the Ashdown Forest,4.99,78,"Nutley, England, United Kingdom",13400, United Kingdom,1,1,2,0,1,0
Kota Finnish,4.67,93,"Vassieux-en-Vercors, Auvergne-Rhône-Alpes, France",5436, France,0,1,2,1,1,0
The Home of the Guide,4.64,197,"Coveyrand-vieu, Valle d'Aosta, Italy",4620, Italy,1,3,4,0,0,1
chalet close to everything in peace,4.97,112,"Labenne, Nouvelle-Aquitaine, France",8607, France,1,5,6,0,2,0
Kazbegi 5054,4.94,53,"Stepantsminda, Georgia",6299, Georgia,1,3,5,0,0,1
Villa Mali Tornik,4.91,43,"Zlatibor , Serbia",3805, Serbia,1,1,4,0,0,1
Splendid Chalet on a rooftop,4.96,99,"Palermo, Sicilia, Italy",4262, Italy,1,3,4,0,1,0
garden chalet between hiking and swimming,4.85,245,"Orto, Corsica, France",5255, France,1,3,4,0,2,0
"Beautiful Lake House near Shrewsbury, Shropshire",4.99,288,"Shrewsbury, Shropshire, United Kingdom",16757, United Kingdom,1,1,2,0,1,0
Rustic log cabin in Reichshof,4.93,209,"Reichshof, North Rhine-Westphalia, Germany",7248, Germany,1,1,2,0,1,0
The little Canadian,4.9,353,"Stavelot, Wallonie, Belgium",9437, Belgium,1,2,4,0,1,0
Box with workshop,4.9,30,"Râșnov, Județul Brașov, Romania",8133, Romania,1,3,6,0,2,0
Country Lodge Vuković,4.97,40,"Rakovica, Karlovac County, Croatia",9966, Croatia,1,1,4,0,1,0
Amazing house in the Dolomiti Alps,4.9,80,"Pozza di Fassa, Trentino-Alto Adige/Südtirol, Italy",20178, Italy,2,4,6,0,3,0
Wooden-Home Experience,4.77,53,"Macynia, Greece",5469, Greece,1,2,5,0,1,0
"Chao Pao Villa, bohemian chic stunning sea-view",5.0,5,"Ko Pha-ngan District, Surat Thani, Thailand",84706, Thailand,6,10,14,0,5,0
☆ Chalet Titulescu | 4 Bd | By MontePalazzo ☆,4.93,29,"Sinaia, Județul Prahova, Romania",17327, Romania,2,4,8,0,4,0
Lovely mountain house - great view!,4.98,93,"Aich, Steiermark, Austria",16646, Austria,1,3,4,0,2,0
La cabane,4.96,170,"Isserteaux, Auvergne-Rhône-Alpes, France",5798, France,1,3,4,0,2,0
Cottages. Bieszczady pl,4.84,51,"Średnia Wieś, Podkarpackie Voivodeship, Poland",5506, Poland,1,4,6,0,3,0
Chalet,4.97,38,"Wysoka, małopolskie, Poland",23924, Poland,1,7,10,0,3,0
Chalet des Mazières in Bussang in the Vosges,4.97,101,"Bussang, Lorraine, France",16037, France,2,6,10,0,4,0
Little Donkey Glamping - Cottage for 2 guests,4.57,7,"Oslov, Jihočeský kraj, Czechia",3442, Czechia,0,1,2,0,1,0
Romantic Rustic in the heart of the Dolomites,5.0,134,"Padola, Veneto, Italy",9513, Italy,1,2,3,0,1,0
Neamakri Bungalow 1,5.0,3,"Fethiye, Muğla, Turkey",9326, Turkey,1,2,4,0,2,0
full moon camping,4.67,6,"Fethiye, Muğla, Turkey",9103, Turkey,1,1,2,0,1,0
Montebello Cabin-Porumbacu de Sus,5.0,13,"Porumbacu de Sus, Județul Sibiu, Romania",11057, Romania,1,2,4,0,2,0
"""Le petite poucet"" is a Mazot full of charm",5.0,29,"Combloux, Auvergne-Rhône-Alpes, France",8063, France,1,2,4,0,1,0
Cabin by the linden tree,4.81,26,"Stróża, Małopolskie, Poland",4321, Poland,1,3,5,0,2,0
Cozy chalet on the ski slope in St. Johann in Tirol,4.6,5,"St. Johann in Tirol, Austria",12595, Austria,2,9,10,0,4,0
Flat with garden in chalet in Arèches,4.89,359,"Beaufort, Rhône-Alpes, France",5023, France,1,1,2,0,1,0
Le Chalet du Tennessee - The U.S.A. in Auvergne,4.63,158,"Bagnols, Auvergne-Rhône-Alpes, France",4387, France,1,3,5,0,2,0
Exclusive Mountain Hut,5.0,15,"Sekulici, Serbia",7610, Serbia,1,4,5,0,2,0
"Sosnowa Chatka Jagniątków,Karpacz, Szklarska Poręba",4.9,21,"Jelenia Góra, Dolnośląskie, Poland",6578, Poland,1,3,6,0,2,0
Flanders Black Lily Ecolodge,4.55,57,"Haverskerque, Hauts-de-France, France",3261, France,0,3,4,1,1,0
Chalet dans la forêt en Montagne,4.88,60,"Lespinassière, Occitanie, France",9060, France,1,1,2,0,1,0
Luxurious chalet in Septon with sauna,4.77,32,"Septon, Belgium",12957, Belgium,2,6,9,0,4,0
The Llama Lodge - a Log Cabin on a Llama Farm,4.99,91,"Llandissilio, United Kingdom",12890, United Kingdom,1,2,4,0,1,0
Bungalow  on lycian way  with Breakfast,4.77,13,"Kaş, Antalya, Turkey",5328, Turkey,1,2,2,0,1,0
Holiday home chalet,5.0,5,"Breitenberg, Germany",17148, Germany,1,4,5,0,2,0
Casa Jean - wooden house with sea views,4.97,152,"Ponta do Sol, Madeira, Portugal",4597, Portugal,1,2,4,0,1,0
Apartment Dolomites Nest,4.9,40,"San Martino In Badia, Trentino-Alto Adige, Italy",8900, Italy,1,2,4,0,1,0
Bungalows 2/3 plazas CAMPING URROBI,4.75,16,"Espinal, Navarra, Spain",6192, Spain,1,1,3,0,1,0
Rent a luxury chalet in the mountain,4.67,7,"Razlog, Blagoevgrad Province, Bulgaria",23238, Bulgaria,2,3,8,0,3,0
Spreehaus Raßmannsdorf,4.97,170,"Rietz-Neuendorf, OT Neubrück, BB, Germany",13588, Germany,2,3,4,0,2,0
Kalim Beach House - 7 bed Villa with Beach & Pool,4.77,30,"Tambon Patong, Chang Wat Phuket, Thailand",80052, Thailand,6,11,15,0,7,0
"Moon Isle Beach Bungalow, Nilaveli Rm no:1",4.86,58,"Trincomalee, Eastern Province, Sri Lanka",7992, Sri Lanka,1,3,3,0,0,1
L'ARCHIPEL SEAVIEW VILLA,5.0,8,"Thalang, ภูเก็ต, Thailand",75560, Thailand,5,5,14,0,5,0
Stunning Beachfront Home Hiru Sandu Villa,4.94,50,"Tangalla, Southern Province, Sri Lanka",29141, Sri Lanka,4,6,8,0,4,0
Samudra Beach Front Luxury Private Pool Villa,5.0,12,"Habaraduwa, Southern Province, Sri Lanka",36482, Sri Lanka,3,3,6,0,3,0
Cha-ba Lanta Resort and Bungalows,,0,"Amphoe Ko Lanta, Chang Wat Krabi, Thailand",5518, Thailand,1,1,2,0,1,0
FAIRMONT MALDIVES GRAND WATER SUNSET VILLA,,0,"Shaviyani Atoll, Maldives",79922, Maldives,1,1,2,0,1,0
"The Barefoot Eco Hotel, Maldives-Beachside Room",,0,"Hanimaadhoo, Upper North Province, Maldives",21579, Maldives,1,1,2,0,1,0
Comfy Bungalow at Bambie Boutique Home & Resort,,0,"Tambon Sala Dan, Chang Wat Krabi, Thailand",4929, Thailand,1,1,2,0,0,1
"Baan Taley Rom, 4BR, Natai Beach w/ chef",,0,"Natai Beach, 
    , Thailand",84158, Thailand,4,4,8,0,4,0
4Fish Waterfront Pool House,4.89,267,"Koh Lanta , Krabi, Thailand",6738, Thailand,3,4,6,0,3,0
3 Bedrooms Beachfront on Maikhao Beach #B103,4.84,38,"Tambon Thep Krasatti, Chang Wat Phuket, Thailand",7115, Thailand,3,3,6,0,3,0
Standard Seaview room at The Mooring Resort,4.83,18,"Tambon Wichit, Chang Wat Phuket, Thailand",5297, Thailand,1,1,3,0,1,0
Entire sea facing villa with 2 bedrooms in Varkala,4.67,9,"Edava, Kerala, India",13477, India,2,2,5,0,2,0
👨‍👩‍👦 Family Luxury Pool Seaview Beachfront Penthouse,5.0,5,"Mueang district, ภู, Thailand",11235, Thailand,4,6,8,0,4,0
2 Bedrooms Beachfront on Maikhao Beach #B74,4.72,46,"Tambon Thep Krasatti, Chang Wat Phuket, Thailand",4334, Thailand,2,2,4,0,2,0
Beachfront townhouse with stunning views/pool,4.87,89,"M6 T . Vichit, A Muang, Phuket, Thailand",15317, Thailand,4,3,8,0,3,0
Villa Baan Panwa,4.93,131,"Phuket, Thailand",41855, Thailand,4,5,10,0,4,0
Deluxe room sea view with aircon & Balcony.,4.96,91,"Koh Lanta Old Town , Krabi, Thailand",2015, Thailand,1,1,2,0,1,0
Golden Rule Beach Residence - Sri Lanka,4.86,14,"Uswetakeiyawa, Srilanka, Sri Lanka",5996, Sri Lanka,2,2,4,0,2,0
Peace - Luxury Sea-facing room at Colomb Beach,,1,"Canacona, Goa, India",8373, India,1,1,3,0,1,0
Cozy & chilling mini-apartment near to the sea.,4.67,12,"Varkala, Kerala, India",1712, India,1,1,2,0,1,0
Hikks Villa - Beach front Villa,4.59,104,"Hikkaduwa, Southern Province, Sri Lanka",15087, Sri Lanka,3,3,6,0,3,0
Sea View Villa With Private Pool,4.82,100,"Khao Thong, Krabi, Thailand",15270, Thailand,3,2,4,0,2,0
Aaransh Nilaya,5.0,39,"Yermal Thenka, Karnataka, India",3994, India,6,5,16,0,5,0
"EKA Beach, Talpe, Galle, Sri Lanka",4.7,77,"Galle, Southern Province, Sri Lanka",8026, Sri Lanka,5,5,9,0,1,0
Beachfront ac cottage in goa,,1,"Patnem Beach, Goa, India",2282, India,1,1,2,0,1,0
Beachfront apartment with sea view 4 beds 4 baths.,5.0,3,"Tambon Wichit, Chang Wat Phuket, Thailand",15771, Thailand,4,5,8,0,4,0
VILLA BY THE BEACH. STUNNING SUNSET,4.84,64,"Mueang Phuket, Phuket, Thailand",14179, Thailand,2,5,8,0,3,0
"Luxury Pool Villa, by Long Beach",4.78,89,"Koh Lanta Krabi, Krabi, Thailand",4543, Thailand,2,3,6,0,3,0
Camper by the bay,4.79,19,"Vypin, KL, India",28529, India,5,6,12,0,5,0
Villa Barbara private pool & lagoon front SriLanka,4.67,114,"Negombo, Western Province, Sri Lanka",4818, Sri Lanka,4,8,13,0,5,0
PHUKET /KARON BEACHFRONT  Apartment/  5 ppl Sha +,4.97,102,"Karon, Phuket, Thailand",11908, Thailand,2,3,5,0,2,0
"Villa 232 - Dutch Bay, Trincomalee",4.9,63,"Trincomalee, Eastern Province, Sri Lanka",10967, Sri Lanka,1,3,4,0,2,0
Summoon,5.0,25,"普吉岛, Thailand",47476, Thailand,8,14,14,0,7,0
Seashell Villa Beach Front -BIG Pool -20%Discount,4.76,37,"Hikkaduwa, Sri Lanka",14775, Sri Lanka,4,6,8,0,4,0
"Villa 234 - Dutch Bay, Trincomalee",4.92,77,"Trincomalee, Eastern Province, Sri Lanka",10967, Sri Lanka,1,2,4,0,2,0
A Superior Designer Room Twin or King with BATH :),4.51,61,"Kathu District, Chang Wat Phuket , Thailand",2953, Thailand,1,1,3,0,0,1
❤️ Charming Sea View Studio on Rawai Beach,4.88,132,"Muang, Phuket, Thailand",2169, Thailand,1,1,2,0,0,1
Beach front house for your memorable holiday,4.85,48,"Mahabalipuram, Tamil Nadu, India",2853, India,1,1,2,0,1,0
Garden view Bungalow at The Mooring Resort,,0,"Tambon Wichit, Chang Wat Phuket, Thailand",6290, Thailand,1,1,3,0,1,0
"B's Hive on the Beach - ""KADAL""",4.81,52,"Chennai, Tamil Nadu, India",19999, India,4,16,15,0,1,0
Sailors' Bay - Twin bedded room with Balcony,4.97,33,"Dodanduwa, Sri Lanka",1733, Sri Lanka,1,2,2,0,1,0
Luxury Beach House · Villa TiLa,5.0,4,"Tangalle, Southern Province, Sri Lanka",36482, Sri Lanka,5,5,9,0,5,0
Redhill Yala,4.51,120,"Kirinda, Southern Province, Sri Lanka",3770, Sri Lanka,4,4,8,0,3,0
Liberty Beach View - Entire Apartment for 4,4.72,25,"Dehiwala-Mount Lavinia, Western Province, Sri Lanka",4514, Sri Lanka,2,3,4,0,2,0
4Wooden Fish Waterfront House,4.87,117,"Koh Lanta Yai, Krabi, Thailand",922, Thailand,1,1,2,0,1,0
Luxury Private Beachfront Villa with Chef & Staff,4.73,24,"Phuket, Thalang, Thailand",95047, Thailand,5,5,8,0,4,0
"Entire Villa, Exceptional Beachfront, Private Pool",4.92,13,"Galle, Southern Province, Sri Lanka",18241, Sri Lanka,3,3,6,0,3,0
Mad about Coco (Budget non-AC) Beach B&B,4.74,93,"Varkala, Kerala, India",1940, India,1,1,2,0,1,0
Beach Front Villa Nilaveli,5.0,16,Sri Lanka,13681,Sri Lanka,3,5,11,0,5,0
Brand New Luxury Apt - Beautiful Seaview & Pool!,4.89,19,"Dehiwala-Mount Lavinia, Western Province, Sri Lanka",4000, Sri Lanka,2,3,6,0,3,0
Malee Beach A4 - Koh Lanta,4.76,17,"Amphoe Ko Lanta, Chang Wat Krabi, Thailand",21378, Thailand,2,9,9,0,5,0
Villa Nilnara,5.0,4,"Balapitiya, Southern Province, Sri Lanka",9121, Sri Lanka,6,4,8,0,4,0
"Beach Cabana, Unawatuna( Sudu surfing cottage)",4.76,50,"Unawatuna, Sri Lanka",2280, Sri Lanka,1,1,2,0,1,0
Garden Room with Stairway Agonda Beach Bungalow,4.77,26,"Agonda, Goa, India",2337, India,1,1,2,0,1,0
ECR Beach House with the Beach access-near Chennai,4.67,33,"Kanchipuram, Tamil Nadu, India",5663, India,2,3,8,0,1,0
Easdale  - your home by the sea...,4.96,52,"Muttukadu, Tamil Nadu, India",2659, India,1,2,2,0,1,0
Hut no.:103 Monsoon《Seaview》,4.71,7,"Agonda, Goa, India",2853, India,1,1,2,0,1,0
"Maphrao in Kamala, accommodation on the beach",4.83,6,"Tambon Kamala, Chang Wat Phuket, Thailand",2519, Thailand,1,1,2,0,1,0
3 Bedrooms Beach Villa in Ranna,5.0,6,"Hungama, Sri Lanka",45648, Sri Lanka,3,6,9,0,3,0
Dream Bungalow,4.97,31,"Southern Province, Sri Lanka",3180, Sri Lanka,1,3,3,0,1,0
Agonda Beach Resort with Wi-Fi Breakfast,,2,"Agonda, Goa, India",6276, India,1,1,2,0,1,0
"Blue Shore Cottage at Pakmeng beach, King bed",4.8,6,"Pak Meng Beach, Trang, Thailand",2519, Thailand,1,1,2,0,1,0
Superbe vue mer appartement Patong beach,5.0,15,"Patong, Phuket, Thailand",5793, Thailand,1,1,2,0,1,0
Trinco House - by Dyke (Dark Blue Room),5.0,8,"Trincomalee, Eastern Province, Sri Lanka",6840, Sri Lanka,1,1,2,0,1,0
Spacious Goan-style sea-facing Room,,0,"Canacona, Goa, India",5179, India,1,1,2,0,1,0
Lucky Sea Beach Hotel.,,0,"Tangalle, Southern Province, Sri Lanka",1934, Sri Lanka,1,12,2,0,1,0
ocean hut ceylon,4.86,7,"Dodanduwa, Southern Province, Sri Lanka",3209, Sri Lanka,1,2,3,0,2,0
COCO VILLA (Upstair of the house view to beach),4.65,20,"Katukurunda, Western Province, Sri Lanka",1778, Sri Lanka,1,1,2,0,1,0
3 Bedroom luxury beachfront suite-Mai Khao Phuket,5.0,16,"Phuket, จ.ภูเก็ต, Thailand",15343, Thailand,3,4,6,0,3,0
Hidden Holiday Beach House,5.0,17,"Chumphon, Thailand",5037, Thailand,2,2,6,0,2,0
Beachfront hideout in Balapitiya,4.8,20,"Balapitiya, Southern Province, Sri Lanka",1847, Sri Lanka,1,2,2,0,1,0
"★ Beach Front Luxury ★ Sea, Nature & Relax, AC hut",4.75,4,"Patnem Beach, Goa, India",7863, India,1,1,3,0,1,0
""" A piece of peace """,,2,"Alappuzha, Kerala, India",13694, India,4,6,8,0,4,0
"The Beach Apartments, Negombo - 1 Bedroom",,2,"Negombo, Western Province, Sri Lanka",3996, Sri Lanka,1,1,2,0,1,0
AMAZING  SEA VIEW APARTMENT  on KARON BEACH \SHA +,5.0,12,"Karon, จ.ภูเก็ต, Thailand",32102, Thailand,2,4,5,0,2,0
